년월,평수 범위,전용면적,거래금액,데이터 건수,평당 거래금액
201708,40~50평,3010.6396,856350,21,938.6560251183835
201708,50평 이상,339.336,141000,2,1371.2072989603225
201709,20평 미만,13356.4265,4578192,269,1131.1433937812633
201709,20~30평,24525.9954,9078242,296,1221.4875731404563
201709,30~40평,12056.1104,4204000,105,1150.7193895636522
201709,40~50평,1922.035,566000,13,971.7825117648742
201710,20평 미만,11557.9879,4010871,234,1145.1711504214327
201710,20~30평,20349.6691,7340369,245,1190.3494637168326
201710,30~40평,5740.4147,1944410,52,1117.7856192166744
201710,40~50평,1795.038,551440,13,1013.7679536589197
201710,50평 이상,165.76,62000,1,1234.3146718146718
201711,20평 미만,8951.4522,2996770,179,1104.7750442101449
201711,20~30평,16800.6209,6217265,201,1221.2033485024351
201711,30~40평,6506.0057,2215490,56,1123.7489386152859
201711,40~50평,1262.5729999999999,374320,9,978.3640233079593
201712,20평 미만,7893.4334,2706835,155,1131.643867420228
201712,20~30평,14268.2951,5136666,172,1188.0184479784132
201712,30~40평,5857.791,2182660,51,1229.6065189078954
201712,40~50평,1616.0430999999999,513940,11,1049.4781977040093
201712,50평 이상,335.428,129000,2,1269.1248196334236
201801,20평 미만,9256.9772,3190470,183,1137.3638254180858
201801,20~30평,15614.4225,5635339,189,1190.9898492883742
201801,30~40평,6692.0518,2275620,57,1122.1589767132407
201801,40~50평,3553.6189,1080500,25,1003.3855909534925
201801,50평 이상,165.76,60000,1,1194.4980694980695
201802,20평 미만,8966.6059,3087280,178,1136.218555116825
201802,20~30평,14594.3769,5327600,180,1204.6475242118763
201802,30~40평,5364.4899,1907040,47,1173.1277562848986
201802,40~50평,1332.0720000000001,376600,9,932.9675873376214
201802,50평 이상,169.668,70000,1,1361.4824244996107
201803,20평 미만,12842.9734,4442770,255,1141.5690544060458
201803,20~30평,19847.5762,7267120,242,1208.283357037823
201803,30~40평,7741.7638,2693590,67,1148.1681990866216
201803,40~50평,2809.5667,802900,19,943.0528913942495
201804,20평 미만,10587.5968,3483572,214,1085.7787482046917
201804,20~30평,13597.8017,4879500,166,1184.187735286653
201804,30~40평,5983.0965,2061050,53,1136.78009371903
201804,40~50평,2001.7788,640150,14,1055.3089082569961
201805,20평 미만,9899.7414,3406895,200,1135.6613315172049
201805,20~30평,14978.8641,5409140,182,1191.6899626587838
201805,30~40평,7005.6789,2391250,61,1126.3897635959308
201805,40~50평,2273.2475,685750,16,995.4811343683431
201806,20평 미만,9511.5631,3231771,195,1121.2504388474279
201806,20~30평,14933.3568,5451050,181,1204.5828169055733
201806,30~40평,7455.1644,2620030,66,1159.7462558974555
201806,40~50평,1243.2591,371500,9,986.0776406140924
201807,20평 미만,7369.7327000000005,2509370,147,1123.6392603492932
201807,20~30평,14171.1005,5251730,171,1222.961406561191
201807,30~40평,5743.6585,2071530,50,1190.1907120696678
201807,40~50평,1554.939,486900,11,1033.3331403997197
201807,50평 이상,165.76,72000,1,1433.3976833976833
201808,20평 미만,10314.237,3436550,202,1099.510802398665
201808,20~30평,18272.3932,6818625,220,1231.4458349112147
201808,30~40평,8619.6121,3072600,74,1176.338318054939
201808,40~50평,2927.5742999999998,947390,21,1067.9103857415334
201808,50평 이상,165.76,62300,1,1240.2871621621623
201809,20평 미만,12975.5199,4583690,252,1165.7472776871161
201809,20~30평,21620.9307,8051500,262,1228.8994571357653
201809,30~40평,8088.7425,2823290,70,1151.8300897821878
201809,40~50평,3127.1254,1007630,22,1063.3340767210677
201810,20평 미만,10544.1349,3793450,204,1187.2368021391685
201810,20~30평,21071.0685,7873230,254,1233.0489552535032
201810,30~40평,8651.1344,3103400,75,1183.8008203872082
201810,40~50평,3401.3798,1032830,24,1002.0459932172231
201810,50평 이상,398.138,155000,2,1284.7304201055915
201811,20평 미만,7214.7205,2346640,144,1073.348856688211
201811,20~30평,12425.1269,4742850,149,1259.6575573002801
201811,30~40평,4376.8068,1418300,38,1069.361800479747
201811,40~50평,1723.2565,534500,12,1023.5562726732787
201811,50평 이상,361.37800000000004,158000,2,1442.8105750765124
201812,20평 미만,8156.9739,2608300,159,1055.2185290184634
201812,20~30평,13559.5862,5152800,164,1254.0382685129432
201812,30~40평,4934.9883,1835420,43,1227.3354325885634
201812,40~50평,2288.1231,689840,16,994.9080099755124
201812,50평 이상,207.7821,63500,1,1008.5084326320697
201901,20평 미만,8279.314,2834860,163,1129.9291221470764
201901,20~30평,13278.6858,4889660,161,1215.171308594409
201901,30~40평,5878.9869,2047290,51,1149.187285993102
201901,40~50평,2654.6172,812900,19,1010.5298797883174
201901,50평 이상,592.5777,219000,3,1219.586899743274
201902,20평 미만,6333.8494,1962900,127,1022.6908773675609
201902,20~30평,11747.0109,4251300,143,1194.2859438395517
201902,30~40평,4210.1307,1501540,36,1176.9425590516703
201902,40~50평,1688.3858,465400,12,909.6380696876271
201902,50평 이상,165.76,63000,1,1254.2229729729731
201903,20평 미만,10661.8994,3410670,206,1055.6478332556767
201903,20~30평,14957.941,5428550,181,1197.6391001943382
201903,30~40평,5281.5280999999995,1880960,46,1175.259864659245
201903,40~50평,1739.2581,597190,12,1133.0848480740149
201903,50평 이상,169.668,76500,1,1487.9057924888605
201904,20평 미만,11113.3865,3537070,217,1050.2947053987548
201904,20~30평,12444.6995,4648620,151,1232.6891460898673
201904,30~40평,5081.4642,1680409,44,1091.2897310188664
201904,40~50평,1872.6210999999998,564300,13,994.4296793408981
201904,50평 이상,169.668,72000,1,1400.381922342457
201905,20평 미만,9853.1882,3355840,192,1123.927786135253
201905,20~30평,16348.1234,5986265,198,1208.3756659189394
201905,30~40평,5721.6374,1889133,49,1089.5725234178594
201905,40~50평,1381.385,458500,10,1095.3137611889517
201906,20평 미만,10590.0312,3424670,207,1067.1744763131576
201906,20~30평,15774.2428,5801532,191,1213.6909417927814
201906,30~40평,4879.866,1690750,42,1143.3664367013357
201906,40~50평,2604.6201,770900,18,976.7144160486206
201906,50평 이상,729.6579999999999,264500,4,1196.2453642665469
201907,20평 미만,9730.3964,3206350,185,1087.4125333681163
201907,20~30평,18602.7093,7042550,225,1249.3027023757234
201907,30~40평,7492.1004,2526270,64,1112.730817115051
201907,40~50평,3275.0986,890700,23,897.4722165616632
