년월,평수 범위,전용면적,거래금액,데이터 건수,평당 거래금액
202203,30~40평,99.27,20000,1,664.8534300392868
202204,20평 미만,2758.2690000000002,1145950,52,1371.0174750903554
202204,20~30평,558.82,220050,7,1299.4613650191473
202204,30~40평,99.27,19000,1,631.6107585373225
202205,20평 미만,2108.978,868700,39,1359.288717094251
202205,20~30평,1096.574,492700,14,1482.7179925841756
202205,30~40평,99.27,17500,1,581.7467512843759
202206,20평 미만,1381.246,526750,27,1258.483282485524
202206,20~30평,559.982,227900,7,1343.0253115278706
202207,20평 미만,1165.117,453600,23,1284.746510436291
202207,20~30평,548.5260000000001,228250,7,1373.1801227289134
202208,20평 미만,1367.9370000000001,542400,26,1308.4813116393516
202208,20~30평,898.152,389500,11,1431.105202682842
202209,20평 미만,1080.134,408400,22,1247.73407743854
202209,20~30평,627.258,220400,8,1159.5228757544742
202209,30~40평,99.27,19700,1,654.8806285886974
202210,20평 미만,1226.833,458700,22,1233.835411991689
202210,20~30평,226.09,98600,3,1439.1613959042857
202210,30~40평,99.27,16800,1,558.4768812330009
202211,20평 미만,1045.946,357750,21,1128.7150579475424
202211,20~30평,304.2173,123700,4,1341.8369040813916
202211,30~40평,99.27,20000,1,664.8534300392868
202212,20평 미만,821.39,283600,15,1139.3856755012844
202212,20~30평,478.116,170000,6,1173.3554200235926
202301,20평 미만,1112.663,367500,22,1089.9526631154267
202301,20~30평,494.23,197350,6,1317.7164478077007
202301,30~40평,229.06,84700,2,1220.2479699642015
202302,20평 미만,1567.047,549300,29,1156.7553493928388
202302,20~30평,845.288,319800,11,1248.4975534965597
202302,30~40평,114.81,36500,1,1049.1246407107394
202303,20평 미만,1959.2141,737650,36,1242.4599230885485
202303,20~30평,1502.3980000000001,516400,19,1134.266685658527
202303,30~40평,114.53,45000,1,1296.6035099973806
202304,20평 미만,1945.9850000000001,746800,35,1266.4229169289588
202304,20~30평,1674.897,629600,21,1240.4822505503323
202304,30~40평,99.27,19700,1,654.8806285886974
202305,20평 미만,2512.3537,884050,46,1161.2079143155677
202305,20~30평,1376.498,510400,17,1223.626914096497
202305,30~40평,229.06,90000,2,1296.6035099973806
202306,20평 미만,1913.847,697550,35,1202.7685598692058
202306,20~30평,807.643,291800,10,1192.284214683963
202307,20평 미만,1446.8544,555350,26,1266.6478396167577
202307,20~30평,960.702,325400,12,1117.7451488598963
202308,20평 미만,1961.422,707800,36,1190.840114977807
202308,20~30평,1703.9,639000,21,1237.5726275016139
202309,20평 미만,1969.184,730600,35,1224.3548596779171
202309,20~30평,2024.4273,750200,25,1222.894000688491
202309,30~40평,297.81,55500,3,614.9894227863402
202310,20평 미만,2057.8333000000002,790950,37,1268.3899128272437
202310,20~30평,1220.2738,441400,15,1193.6829259138399
202310,30~40평,229.34,87500,2,1259.047702101683
202311,20평 미만,1661.353,532700,32,1058.1194965789932
202311,20~30평,888.6918,321800,11,1194.94744972329
202312,20평 미만,832.6817,319150,15,1264.82304102516
202312,20~30평,636.205,243800,8,1264.5923876737843
202401,20평 미만,1830.828,639630,35,1152.9095032411565
202401,20~30평,892.434,311000,11,1150.0010084779378
202402,20평 미만,1535.3790000000001,528550,28,1136.0159283147677
202402,20~30평,1210.856,432890,15,1179.774473595539
202403,20평 미만,2179.1121,825600,40,1250.270695114767
202403,20~30평,1474.2383,553500,18,1238.9788001030768
202403,30~40평,198.54,37900,2,629.9486249622242
202404,20평 미만,1996.7727,679750,36,1123.4002748535174
202404,20~30평,1337.408,439100,16,1083.4614418337562
202404,30~40평,447.53999999999996,179600,4,1324.3062072663897
