년월,평수 범위,전용면적,거래금액,데이터 건수,평당 거래금액
202302,40~50평,1460.4735,585800,10,1323.639217007361
202303,20평 미만,9583.3631,4194470,166,1444.3521398036141
202303,20~30평,29143.9719,14517125,351,1643.7880418077125
202303,30~40평,7951.0944,4030410,70,1672.7701031948507
202303,40~50평,1901.3101,794000,13,1378.10239371263
202303,50평 이상,350.078,105700,2,996.3779500568445
202304,20평 미만,10557.2483,4824150,184,1507.939810414424
202304,20~30평,27212.038,14131826,327,1713.764540531657
202304,30~40평,8338.1842,4423800,74,1750.8056490284778
202304,40~50평,1861.0212,921900,13,1634.7315119247432
202304,50평 이상,520.426,169100,3,1072.2561901211698
202305,20평 미만,8278.8959,3577190,145,1425.8818014609894
202305,20~30평,28385.170000000002,14539950,345,1690.3839223087264
202305,30~40평,7278.0344,3723750,65,1688.4194721585816
202305,40~50평,1836.0896,683300,13,1228.0936616600845
202305,50평 이상,179.73,50000,1,918.0437322650641
202306,20평 미만,7898.3376,3433050,140,1434.360693824989
202306,20~30평,26552.7021,13483817,321,1675.7841040968858
202306,30~40평,8675.3524,4758150,76,1809.9431903192774
202306,40~50평,977.107,370000,7,1249.6072589798252
202306,50평 이상,170.348,70000,1,1356.0476201657782
202307,20평 미만,8879.9555,4121400,155,1531.6090266443339
202307,20~30평,27858.6732,14855154,336,1759.6677288995945
202307,30~40평,7796.2675,4076050,69,1725.3082965662734
202307,40~50평,2561.4808,1300000,18,1674.8124756586112
202308,20평 미만,9691.5999,4615450,167,1571.5655987820958
202308,20~30평,30152.3839,16080655,362,1759.932537208111
202308,30~40평,8739.2663,4965340,76,1874.9425223488158
202308,40~50평,2746.5078,1226600,19,1473.7915544969505
202308,50평 이상,539.1899999999999,132200,3,809.1025427029433
202309,20평 미만,9260.7379,4133390,162,1472.9049830899544
202309,20~30평,25598.428,13173850,311,1698.2958875443444
202309,30~40평,7474.5671,4036770,66,1782.222411248405
202309,40~50평,4619.4121,2275270,33,1625.399691012629
202310,20평 미만,7730.2853,3499015,134,1493.702890888128
202310,20~30평,23172.2802,11517865,279,1640.276838185307
202310,30~40평,3581.1478,2073050,32,1910.299541392846
202310,40~50평,1610.5719,758500,11,1554.1373843663857
202310,50평 이상,529.808,149500,3,931.1863920514602
202311,20평 미만,6300.4106,2728050,110,1428.8854443867515
202311,20~30평,15809.3151,8170300,191,1705.4495928163265
202311,30~40평,4418.5895,2424350,38,1810.6128663909603
202311,40~50평,1851.2791,707400,13,1260.9768024713292
202311,50평 이상,370.528,115000,2,1024.2140944813887
202312,20평 미만,5033.3877,2257150,89,1479.8373270550962
202312,20~30평,17568.9964,9216820,213,1731.2033827953883
202312,30~40평,5106.5614,2518600,45,1627.5883807056546
202312,40~50평,859.5993,414800,6,1592.416373535902
202312,50평 이상,200.18,48000,1,791.2878409431511
202401,20평 미만,7213.7449,3220150,128,1473.0899341893835
202401,20~30평,23273.5411,11882285,281,1684.8119644328642
202401,30~40평,6964.8126,3802460,62,1801.6447420279474
202401,40~50평,1021.9171,493000,7,1592.0078057212272
202401,50평 이상,729.988,188200,4,850.7811087305544
202402,20평 미만,8276.9706,3510550,148,1399.6443336406196
202402,20~30평,23388.8276,12633750,282,1782.5337683877751
202402,30~40평,5809.2577,3170500,52,1801.0304483479874
202402,40~50평,2031.2875999999999,756300,14,1228.6738716861169
202402,50평 이상,511.04400000000004,199900,3,1290.828187005424
202403,20평 미만,8971.9573,3883140,156,1428.2682776477325
202403,20~30평,30873.1875,16575500,373,1771.7363974808236
202403,30~40평,7421.8516,4136700,66,1839.3132516958433
202403,40~50평,1856.1333,815600,13,1450.04671808862
202403,50평 이상,550.258,151000,3,905.5752029048191
202404,20평 미만,10707.1378,4825300,185,1487.1845583233269
202404,20~30평,28701.9074,16207950,348,1863.5080329190941
202404,30~40평,7357.5665,3997500,64,1792.950155462407
202404,40~50평,2396.6833,922800,17,1270.6059244456703
202404,50평 이상,179.73,49000,1,899.6828576197629
