년월,Date,Scaled_Volatility_Diff,Scaled_Volume_Diff,Scaled_Momentum_2m,평당 거래가,검색량_평균,normalized_DT,fear_greed_index
201605,2016-05-01,48.93295773263984,67.26748377793798,27.560320118965485,1508.7723553243773,20.487054285714287,66.46153846153847,43.859609988701905
201606,2016-06-01,51.01511873463894,69.37892676897724,43.105185227468155,1575.5186507943072,23.845336964285718,66.61538461538463,50.366717216054894
201607,2016-07-01,49.97923450569627,76.09949531362652,39.290962729453774,1592.7297359228503,21.374371312500003,68.30769230769232,49.79475695652225
201608,2016-08-01,53.55111635194799,76.18360970920452,21.919357271890288,1587.5607161813373,23.104018875,69.61538461538463,44.758064787901816
201609,2016-09-01,49.20526560011314,72.12689257390049,25.216394750076454,1621.46652870348,24.396310803571428,67.23076923076924,44.45939686250649
201610,2016-10-01,50.75741861607707,68.24408468244084,23.897277750449454,1608.2650123058904,26.48479537815126,68.23076923076921,44.26964673938704
201611,2016-11-01,52.03853469791202,56.02018745493872,23.670040202336118,1649.7101539162156,23.201996651583716,56.76923076923077,39.464461529969235
201612,2016-12-01,59.170619240696055,35.904830569574614,14.531573776072987,1548.3981772091167,21.996848397435897,48.3076923076923,32.34693238444784
201701,2017-01-01,59.48282908403403,13.55443403028119,9.265450416438615,1501.1651762667504,23.59480657894737,52.15384615384615,28.95024806034656
201702,2017-02-01,64.61569714193193,17.70007209805336,22.90611096159088,1583.5243497280153,25.81475013368984,56.230769230769226,36.23651481930075
201703,2017-03-01,59.547252244321946,26.207642393655373,24.110105060108484,1534.1217935030986,23.67493076923077,57.53846153846154,37.093753600785135
201704,2017-04-01,57.560304796672824,35.68853640951695,21.076131751996428,1595.8147575497908,21.80673236111111,60.92307692307693,37.53453034890837
201705,2017-05-01,54.212465073023395,46.46719538572459,25.607301348863025,1570.7164302215876,24.79266171052632,66.3076923076923,41.84333536294758
201706,2017-06-01,56.24271635639012,60.81470800288391,40.867760535313586,1693.3939766952594,31.5220919138756,65.69230769230771,50.087284942427274
201707,2017-07-01,58.135320481697036,82.62436914203316,47.36399264684799,1679.6817520175784,29.10006084090909,72.38461538461539,56.633521601653285
201708,2017-08-01,59.06261172131566,73.68421052631578,8.618516235150546,1637.578112490012,35.15907583333333,58.76923076923077,39.57600253056431
201709,2017-09-01,50.063918179047526,64.81614996395096,22.77562894180734,1703.9753323761995,28.666826825396825,59.46153846153845,41.496887286701515
201710,2017-10-01,49.868291152633745,46.935832732516225,32.88068809173961,1738.0032171514442,27.565062777777776,61.30769230769231,43.070438811342356
201711,2017-11-01,51.97161540786354,47.873107426099494,15.498635944819004,1673.714734874288,29.103279375,61.6923076923077,37.693681764258955
201712,2017-12-01,49.901895820524665,45.52992069214131,12.478904738420265,1688.043703124507,28.33687660326087,57.53846153846154,34.93174059763486
201801,2018-01-01,50.7077317960103,47.08002883922135,26.74431157461478,1722.418946814192,35.48212919642857,66.76923076923077,43.59860620229111
201802,2018-02-01,42.079212082188725,51.7664023071377,30.9427166891047,1754.6302925684574,36.00333674242424,66.38461538461539,44.557306997369935
201803,2018-03-01,43.38535650883687,65.60922855082913,29.371457848221826,1767.0461330983978,36.22168649456522,58.6923076923077,44.0106632765976
201804,2018-04-01,45.27581388483276,58.074981975486665,20.60421960224134,1761.4820348017654,32.36280760869565,52.53846153846153,38.11936286924413
201805,2018-05-01,44.207681576833494,50.86517664023072,17.01544957541114,1746.9337878158567,30.144439642857144,53.692307692307686,35.78425749803242
201806,2018-06-01,55.472582355399624,34.210526315789465,28.09326967104684,1827.8423749526844,29.60659875,51.0,38.234022781265026
201807,2018-07-01,56.031656654712215,48.66618601297764,30.00279709542872,1812.4858763562029,29.701154433333333,55.30769230769232,41.87030555878436
201808,2018-08-01,55.65993260834661,68.34895457822638,17.846892135514388,1821.169306597962,36.39499023076923,67.3076923076923,44.03369475729012
201809,2018-09-01,50.99869600809889,73.72025955299206,30.399626338482726,1860.957542490796,47.30641759615385,66.3076923076923,49.902624379951476
201810,2018-10-01,50.421627013885086,58.904109589041084,23.21702459699699,1851.47595332484,42.27940324074074,57.76923076923077,42.57589386273352
201811,2018-11-01,55.25731213667898,23.10742609949531,23.14604541892559,1927.7173137760024,34.58048925925927,51.15384615384615,35.872243103496174
201812,2018-12-01,60.53140242711245,3.3525594808940276,19.170040542028975,1843.694152140688,32.10134660714286,41.46153846153847,29.875596034666994
201901,2019-01-01,61.43251864668427,0.0,14.762567567160994,1771.2475236569333,35.064515517241375,39.84615384615385,28.067179268466553
201902,2019-02-01,75.37686763506599,4.434030281182407,24.120593320960744,2011.5538762970807,33.27597240740741,41.92307692307693,33.89073499374765
201903,2019-03-01,77.76289149866427,15.428983417447734,23.241248004434624,1844.7011047248463,34.36739214285714,41.15384615384615,35.22699152595623
201904,2019-04-01,74.9640846558294,21.341023792357614,15.907986292757368,1926.727497822,33.739914642857144,40.07692307692308,32.68615172414779
201905,2019-05-01,57.64078987614629,29.812545061283345,25.31613353011366,1952.6657494653668,31.119004741379317,45.07692307692307,35.72939508315615
201906,2019-06-01,43.30818485656834,36.15717375630858,19.05589598329753,1922.1849641904007,29.96956120689655,54.76923076923078,34.790475294105924
201907,2019-07-01,41.03336629738798,51.47801009372747,22.629528081940347,1986.8212666175373,33.94349733333334,61.07692307692307,39.84501224679932
201908,2019-08-01,41.70767606957979,65.6452775775054,32.29936618306057,2039.7220355768447,34.46540133333333,60.15384615384616,44.932169108418385
201909,2019-09-01,34.88600380097324,75.2343186733958,34.7531874258873,2136.5551349552,40.24567068965517,63.46153846153846,47.830891127189574
