년월,Date,Scaled_Volatility_Diff,Scaled_Volume_Diff,Scaled_Momentum_2m,평당 거래가,검색량_평균,normalized_DT,fear_greed_index
201605,2016-05-01,25.613566682222327,70.48672566371683,44.89712524390728,2249.691220273875,20.487054285714287,66.46153846153847,47.4149731368517
201606,2016-06-01,26.064883406177742,77.32616940581545,38.14089087699428,2300.354950061624,23.845336964285718,66.61538461538463,46.50384010693616
201607,2016-07-01,30.402851442159385,75.84070796460178,62.71693441267103,2415.8121590254264,21.374371312500003,68.30769230769232,55.51445074407809
201608,2016-08-01,24.650001106537424,75.35398230088497,65.91118177388145,2493.324160546122,23.104018875,69.61538461538463,56.43886053188247
201609,2016-09-01,34.05220608420802,72.09734513274336,43.447957074431976,2497.1900627389773,24.396310803571428,67.23076923076924,48.94261780639813
201610,2016-10-01,29.157197449266064,70.25341914722446,35.11763165379031,2530.979284396589,26.48479537815126,68.23076923076921,45.74790976780291
201611,2016-11-01,23.87323731048362,55.86283185840708,35.02222935935621,2546.422082995127,23.201996651583716,56.76923076923077,39.89739611193126
201612,2016-12-01,38.090233140169666,29.557522123893808,21.340903749069838,2454.036362688872,21.996848397435897,48.3076923076923,31.301736056720834
201701,2017-01-01,41.96283950802999,1.9469026548672517,26.42268302935617,2523.057674726339,23.59480657894737,52.15384615384615,31.31433935594046
201702,2017-02-01,51.250506135614614,1.0398230088495477,32.1133095247472,2506.77602468277,25.81475013368984,56.230769230769226,35.70585430446532
201703,2017-03-01,41.625486095023845,18.67256637168142,28.536961215969743,2528.8598716254915,23.67493076923077,57.53846153846154,35.46104798392757
201704,2017-04-01,43.1049419239194,41.37168141592921,43.81057651685637,2606.1989006664803,21.80673236111111,60.92307692307693,44.3950587833167
201705,2017-05-01,38.77520681322996,65.90707964601769,58.28643300090012,2687.9786406171925,24.79266171052632,66.3076923076923,53.78135969122303
201706,2017-06-01,43.387847595094826,72.36725663716815,42.62934658382243,2679.485978854999,31.5220919138756,65.69230769230771,50.54105004352899
201707,2017-07-01,44.34563902618531,78.60619469026551,38.238385448094625,2746.198623069461,29.10006084090909,72.38461538461539,51.21357709367968
201708,2017-08-01,44.14995812374572,51.415929203539825,33.7136992270175,2725.989790020388,35.15907583333333,58.76923076923077,43.71169971267451
201709,2017-09-01,43.50050949268478,39.04867256637167,29.83742885414949,2769.6839800602866,28.666826825396825,59.46153846153845,39.927156495528514
201710,2017-10-01,40.53144797156484,23.584070796460182,35.10821606859593,2802.576893095453,27.565062777777776,61.30769230769231,39.76399796360144
201711,2017-11-01,34.802615793508295,34.911504424778755,33.4081808759716,2822.5826928210213,29.103279375,61.6923076923077,40.195697163202865
201712,2017-12-01,40.12055807705126,38.80530973451328,30.024255207898452,2819.8438857078454,28.33687660326087,57.53846153846154,39.00936967431454
201801,2018-01-01,53.67939631418083,59.84513274336284,53.52514996327575,2970.821327714576,35.48212919642857,66.76923076923077,54.93899569111146
201802,2018-02-01,53.47776106799805,59.314159292035406,61.38869788771581,3016.264963287551,36.00333674242424,66.38461538461539,57.581688663222195
201803,2018-03-01,57.38425085931069,53.58407079646017,26.709758341479343,2960.4684985358517,36.22168649456522,58.6923076923077,43.32578552375084
201804,2018-04-01,47.068417699145584,19.60176991150443,28.075946629123578,3019.6208993660407,32.36280760869565,52.53846153846153,36.14939129744423
201805,2018-05-01,49.81376328501307,9.557522123893806,34.53741260359692,3101.058730268433,30.144439642857144,53.692307692307686,37.45424795687777
201806,2018-06-01,54.25546536456377,5.9734513274336285,26.137756333463948,2985.578409398307,29.60659875,51.0,33.86781911571205
201807,2018-07-01,73.4211499785222,27.10176991150442,48.089634540732675,3335.849682365219,29.701154433333333,55.30769230769232,47.67883331743284
201808,2018-08-01,73.15832623058654,51.8141592920354,100.0,3496.8666008032988,36.39499023076923,67.3076923076923,72.9077323018662
201809,2018-09-01,62.604877520086276,58.67256637168141,42.25999213763381,3462.216502683374,47.30641759615385,66.3076923076923,53.623563450988954
201810,2018-10-01,38.45769591521533,41.32743362831859,27.16663619512888,3484.220023304808,42.27940324074074,57.76923076923077,40.26568203965565
201811,2018-11-01,45.06423059051444,6.769911504424772,21.483429302082165,3183.3843883541126,34.58048925925927,51.15384615384615,31.974002944946584
201812,2018-12-01,43.31319413266189,0.0,17.080139417205544,2890.790079163632,32.10134660714286,41.46153846153847,26.572784669060724
201901,2019-01-01,99.99999999999999,6.438053097345126,32.60230615559214,3391.6518363883106,35.064515517241375,39.84615384615385,39.936779580750056
201902,2019-02-01,88.09642246834849,13.76106194690265,36.10704530978939,3380.0947237029823,33.27597240740741,41.92307692307693,40.84181650221302
