년월,Date,Scaled_Volatility_Diff,Scaled_Volume_Diff,Scaled_Momentum_2m,평당 거래가,검색량_평균,normalized_DT,fear_greed_index
201605,2016-05-01,47.140202582400995,64.76091476091477,21.028075937714377,1362.758928781935,20.487054285714287,66.46153846153847,41.03590900435626
201606,2016-06-01,49.65633883677855,63.038313038313035,30.122854545753945,1433.8906297102794,23.845336964285718,66.61538461538463,44.860477273889344
201607,2016-07-01,52.18435371564746,64.94282744282745,30.144985255659595,1401.009056084819,21.374371312500003,68.30769230769232,45.4747212580883
201608,2016-08-01,51.23483111393623,66.49341649341649,18.481065785002716,1418.232859791314,23.104018875,69.61538461538463,42.05385296076619
201609,2016-09-01,45.220707553914565,65.17671517671518,24.51297203716221,1416.535770667894,24.396310803571428,67.23076923076924,42.84635698256351
201610,2016-10-01,43.906416384899934,67.33131733131734,29.61754179526079,1453.4494681242368,26.48479537815126,68.23076923076921,45.30126795728343
201611,2016-11-01,46.24909517757168,60.13513513513512,25.00786182079126,1435.2299982465,23.201996651583716,56.76923076923077,39.72338761641054
201612,2016-12-01,47.54929130213665,39.76091476091476,16.994000284011936,1413.2626725746588,21.996848397435897,48.3076923076923,32.238126193824066
201701,2017-01-01,52.54605620148065,12.474012474012481,27.1262793831517,1492.6655056359134,23.59480657894737,52.15384615384615,34.199388893843384
201702,2017-02-01,54.51085992021652,9.407484407484421,23.807259541275965,1433.8270896260792,25.81475013368984,56.230769230769226,34.25223870815499
201703,2017-03-01,54.33597257826446,22.609147609147616,20.676239392940264,1484.811797212787,23.67493076923077,57.53846153846154,34.790678810955605
201704,2017-04-01,50.38459370860541,38.46153846153845,33.48061854574937,1502.5030000805164,21.80673236111111,60.92307692307693,41.32576209721616
201705,2017-05-01,47.0260298926779,57.22453222453224,18.759750087514032,1470.9076726679823,24.79266171052632,66.3076923076923,39.8930551287832
201706,2017-06-01,44.96095126771787,66.89189189189189,7.032182416743702,1436.557865977741,31.5220919138756,65.69230769230771,37.594259950969786
201707,2017-07-01,48.486335701840034,73.7006237006237,23.794963249516922,1480.5045621901402,29.10006084090909,72.38461538461539,46.0627700349291
201708,2017-08-01,48.04141737537124,56.23700623700625,24.379314745021393,1453.3075091482035,35.15907583333333,58.76923076923077,41.533732179612365
201709,2017-09-01,55.6826680449916,39.91683991683991,36.74983725794779,1619.0661583537965,28.666826825396825,59.46153846153845,43.9777901747048
201710,2017-10-01,65.04704804695255,25.987525987526,25.278184641716216,1472.1522377085962,27.565062777777776,61.30769230769231,39.688368872500234
201711,2017-11-01,65.19972435521827,24.844074844074846,17.70680530658556,1570.0350482979345,29.103279375,61.6923076923077,37.241425586543514
201712,2017-12-01,58.56255947540478,21.41372141372142,38.33119377948698,1660.6874500157178,28.33687660326087,57.53846153846154,42.04809980906573
201801,2018-01-01,47.37573088607477,23.544698544698544,25.67549932674813,1607.0933421235884,35.48212919642857,66.76923076923077,39.86610551498049
201802,2018-02-01,45.04932681772441,27.85862785862786,14.776088091428017,1603.169602967758,36.00333674242424,66.38461538461539,36.28177952406132
201803,2018-03-01,37.68668804335099,45.79002079002078,24.002223107262804,1624.655956743482,36.22168649456522,58.6923076923077,38.94169658897516
201804,2018-04-01,36.35659938389444,42.515592515592516,32.285603010541145,1684.6542676305403,32.36280760869565,52.53846153846153,39.148021567045
201805,2018-05-01,47.4794180813969,44.33471933471934,16.01897774863318,1561.748482643378,30.144439642857144,53.692307692307686,35.02815225854163
201806,2018-06-01,54.496676625667504,34.719334719334725,23.988177957037742,1700.1444244528986,29.60659875,51.0,36.73885351558849
201807,2018-07-01,54.226142534023225,48.336798336798346,35.277313485291586,1667.2421740890088,29.701154433333333,55.30769230769232,43.44952357062783
201808,2018-08-01,45.913487558910305,83.7837837837838,15.853163426948816,1675.09615256918,36.39499023076923,67.3076923076923,44.04693772880731
201809,2018-09-01,38.99139181089464,97.7130977130977,0.0,1583.1921642607542,47.30641759615385,66.3076923076923,40.76094690684519
201810,2018-10-01,49.02665979896844,91.26819126819127,21.02487522430882,1667.5100867803674,42.27940324074074,57.76923076923077,45.67978089032185
201811,2018-11-01,50.90502599198772,38.721413721413725,33.6236125909278,1721.2074941009002,34.58048925925927,51.15384615384615,40.94710429835034
201812,2018-12-01,36.64225671922505,9.407484407484413,29.673369764962036,1825.639436126971,32.10134660714286,41.46153846153847,31.32248366503144
201901,2019-01-01,51.260449147325794,0.2079002079002138,21.759995867595546,1722.9698821710074,35.064515517241375,39.84615384615385,29.270758012186363
201902,2019-02-01,52.33749765546101,0.0,12.888587933426379,1627.08029954656,33.27597240740741,41.92307692307693,26.5253580755122
201903,2019-03-01,55.22143294228218,12.629937629937638,24.46635291852209,1764.1751511907426,34.36739214285714,41.15384615384615,32.48821520290032
201904,2019-04-01,53.91679808027956,20.374220374220375,26.56031236154052,1682.0658278321855,33.739914642857144,40.07692307692308,33.662704599011015
201905,2019-05-01,62.9358132945666,31.288981288981287,44.703581457847605,2019.636871717368,31.119004741379317,45.07692307692307,43.36143431362781
201906,2019-06-01,70.9225892019753,34.56340956340958,43.216144890218395,1884.926170091468,29.96956120689655,54.76923076923078,46.499142430591725
201907,2019-07-01,66.91850862028716,49.32432432432432,11.791730263161938,1924.448863162328,33.94349733333334,61.07692307692307,39.01821507941388
201908,2019-08-01,48.25555942006394,67.2037422037422,51.733114782565394,2119.1997614486536,34.46540133333333,60.15384615384616,52.74727461533519
201909,2019-09-01,43.46284894904315,84.61538461538463,39.03415387144471,2047.0542331071413,40.24567068965517,63.46153846153846,51.57396826939201
