년월,Date,Scaled_Volatility_Diff,Scaled_Volume_Diff,Scaled_Momentum_2m,평당 거래가,검색량_평균,normalized_DT,fear_greed_index
201605,2016-05-01,53.105597619483945,61.33333333333333,25.26881977653955,1718.8849755432414,20.487054285714287,66.46153846153847,42.837396049132764
201606,2016-06-01,54.38282655471601,66.95590828924163,17.254193064356183,1726.120959081482,23.845336964285718,66.61538461538463,41.43695612650838
201607,2016-07-01,47.42947372610315,69.61728395061728,22.44377278410445,1741.929921708056,21.374371312500003,68.30769230769232,42.76924395782469
201608,2016-08-01,53.466406129881925,75.63786008230453,35.37476517674632,1802.913176511421,23.104018875,69.61538461538463,49.388650073480676
201609,2016-09-01,53.55516407466291,68.61234567901234,32.91600956269637,1814.1280608915924,24.396310803571428,67.23076923076924,47.25868099438116
201610,2016-10-01,59.68049496211807,67.20987654320987,11.991940175499302,1783.407446572536,26.48479537815126,68.23076923076921,41.08888711400574
201611,2016-11-01,59.48949646262894,53.18518518518519,23.96106706791007,1850.6810754486123,23.201996651583716,56.76923076923077,40.14331586979054
201612,2016-12-01,62.91017099978957,32.197530864197525,19.056718624361398,1803.5958999961613,21.996848397435897,48.3076923076923,33.93476458806334
201701,2017-01-01,61.95787075932857,3.7037037037037033,9.467415998409093,1773.9992710341826,23.59480657894737,52.15384615384615,28.09897493262586
201702,2017-02-01,60.839997484419264,2.1481481481481395,21.0167443335087,1841.394741662751,25.81475013368984,56.230769230769226,33.15928354854475
201703,2017-03-01,57.927384593744144,16.61728395061729,22.597743003043934,1811.6909801405236,23.67493076923077,57.53846153846154,35.16314861911056
201704,2017-04-01,55.584469757289455,33.08641975308642,17.96698253081867,1848.6385719904372,21.80673236111111,60.92307692307693,35.87408415951942
201705,2017-05-01,52.77130683013329,51.358024691358004,37.14840209262621,1905.9222711891375,24.79266171052632,66.3076923076923,46.31392950610761
201706,2017-06-01,39.96218966113306,63.777777777777764,37.99183869328871,1937.086530936739,31.5220919138756,65.69230769230771,47.41603018267317
201707,2017-07-01,44.803431869887,81.03703703703704,25.954846177089113,1942.293290990947,29.10006084090909,72.38461538461539,47.27541774763691
201708,2017-08-01,40.78386007424086,68.19753086419753,23.88942068340775,1970.743914976798,35.15907583333333,58.76923076923077,41.9501401738052
201709,2017-09-01,46.352409794298474,53.48148148148149,15.868235898646333,1936.9976611364227,28.666826825396825,59.46153846153845,37.19852761319285
201710,2017-10-01,47.535319840418595,29.58024691358025,13.941555573010728,1949.926381163951,27.565062777777776,61.30769230769231,33.98067278839335
201711,2017-11-01,50.00438484910477,26.888888888888896,23.182275784156257,1985.9128375437103,29.103279375,61.6923076923077,37.51402457103082
201712,2017-12-01,46.49500424250535,27.555555555555568,31.081545115280466,2046.470273198783,28.33687660326087,57.53846153846154,38.770007640210295
201801,2018-01-01,58.61396869572313,45.25925925925925,18.572479260381105,1994.210217032173,35.48212919642857,66.76923076923077,41.49914830727816
201802,2018-02-01,59.314067661259195,50.098765432098766,0.0,1969.3248688552856,36.00333674242424,66.38461538461539,35.67325849418722
201803,2018-03-01,54.60492677313826,55.58024691358023,18.35241260162265,2003.2931801321288,36.22168649456522,58.6923076923077,40.30282101866945
201804,2018-04-01,52.74606362664973,25.925925925925934,27.717853568172657,2053.1256075180813,32.36280760869565,52.53846153846153,37.52428396885212
201805,2018-05-01,41.515595298599735,12.37037037037037,23.707954923193906,2097.8221187431936,30.144439642857144,53.692307692307686,32.97827280124462
201806,2018-06-01,51.93573972627339,0.0,31.43950629906975,2234.88460288465,29.60659875,51.0,34.686784482958586
201807,2018-07-01,51.72077311741726,15.90123456790124,35.92434685598669,2292.2973329409238,29.701154433333333,55.30769230769232,39.30836860218323
201808,2018-08-01,51.20558687508463,47.82716049382716,60.65950629853538,2492.95425149159,36.39499023076923,67.3076923076923,55.89609223713981
201809,2018-09-01,67.30215424175869,53.33333333333332,43.56184213979027,2447.986485500669,47.30641759615385,66.3076923076923,53.99896641215925
201810,2018-10-01,72.94909534685856,46.765432098765416,8.31549845652471,2387.136830354983,42.27940324074074,57.76923076923077,38.65895856890545
201811,2018-11-01,28.323148079568178,10.04938271604938,9.209703558049165,2317.634961628032,34.58048925925927,51.15384615384615,25.995497522119834
201812,2018-12-01,37.180800509446485,1.086419753086417,13.715027113064773,2323.613069493657,32.10134660714286,41.46153846153847,24.76424862884533
201901,2019-01-01,54.03643566455639,6.691358024691356,21.690368041197626,2437.816257921038,35.064515517241375,39.84615384615385,30.403818814699804
201902,2019-02-01,52.680161478914044,8.617283950617278,18.40355626070064,2368.8719446606046,33.27597240740741,41.92307692307693,29.57559046181698
201903,2019-03-01,53.47138352490419,15.7037037037037,16.660657188240343,2438.5499739894844,34.36739214285714,41.15384615384615,29.92168627935021
201904,2019-04-01,46.95641018415967,15.901234567901227,21.396477104030435,2492.7948600275354,33.739914642857144,40.07692307692308,30.426190546077606
201905,2019-05-01,44.495678671136744,21.999999999999993,16.182237285964597,2428.490049994752,31.119004741379317,45.07692307692307,29.912824364417368
201906,2019-06-01,65.58807828859635,32.098765432098766,28.453582682658734,2670.826527791073,29.96956120689655,54.76923076923078,40.357351277359626
201907,2019-07-01,68.81802402801556,50.34567901234568,39.05887606135599,2647.5098298027256,33.94349733333334,61.07692307692307,48.926824870750515
201908,2019-08-01,61.957341930079345,72.83950617283949,28.4503658691738,2777.81432560882,34.46540133333333,60.15384615384616,47.015505805537224
201909,2019-09-01,43.92131745543515,75.77777777777777,33.1323745086883,2819.363209137676,40.24567068965517,63.46153846153846,48.460953201025404
